Date,Open,High,Low,Close,Adj Close,Volume
2004-12-31,121.51000213623047,121.80999755859375,121.0,121.0,87.19503784179688,3124900
2005-01-03,121.69999694824219,121.9000015258789,120.02999877929688,120.45999908447266,86.80586242675781,578300
2005-01-04,120.66999816894531,120.66999816894531,118.55999755859375,119.01000213623047,85.76097869873047,845400
2005-01-05,119.0,119.37999725341797,118.29000091552734,118.29000091552734,85.24214935302734,618400
2005-01-06,118.56999969482422,119.26000213623047,118.44999694824219,118.7699966430664,85.58805847167969,518500
2005-01-07,119.08000183105469,119.33999633789062,118.33000183105469,118.55000305175781,85.42948150634766,583900
2005-01-10,118.6500015258789,119.5999984741211,118.54000091552734,119.1500015258789,85.86189270019531,577600
2005-01-11,118.69000244140625,118.86000061035156,118.16000366210938,118.33999633789062,85.2781753540039,237400
2005-01-12,118.54000091552734,118.98999786376953,117.68000030517578,118.80000305175781,85.6096420288086,621800
2005-01-13,118.7699966430664,118.88999938964844,117.69000244140625,117.81999969482422,84.9034423828125,804600
2005-01-14,118.12999725341797,118.66999816894531,117.94000244140625,118.47000122070312,85.371826171875,470200
2005-01-18,118.2300033569336,119.7300033569336,118.12000274658203,119.7300033569336,86.27984619140625,3292200
2005-01-19,119.55999755859375,119.62999725341797,118.41000366210938,118.41000366210938,85.32862854003906,762100
2005-01-20,118.05000305175781,118.33999633789062,117.4800033569336,117.69999694824219,84.8169937133789,628500
2005-01-21,117.9000015258789,118.11000061035156,116.87000274658203,116.9000015258789,84.240478515625,1468200
2005-01-24,117.19000244140625,117.45999908447266,116.52999877929688,116.75,84.13239288330078,657500
2005-01-25,117.06999969482422,117.58999633789062,116.87999725341797,117.0,84.31254577636719,378500
2005-01-26,117.47000122070312,117.73999786376953,117.16000366210938,117.38999938964844,84.59358978271484,369700
2005-01-27,117.2699966430664,117.87999725341797,117.1500015258789,117.56999969482422,84.72330474853516,477000
2005-01-28,117.62999725341797,117.69000244140625,116.76000213623047,117.23999786376953,84.4854736328125,731700
2005-01-31,118.08999633789062,118.41000366210938,117.86000061035156,118.29000091552734,85.24214935302734,916800
2005-02-01,118.44999694824219,119.19999694824219,118.20999908447266,119.05000305175781,85.78980255126953,323800
2005-02-02,119.12000274658203,119.72000122070312,119.05000305175781,119.43000030517578,86.06364440917969,650900
2005-02-03,119.20999908447266,119.31999969482422,118.80000305175781,119.13999938964844,85.85467529296875,565200
2005-02-04,119.13999938964844,120.56999969482422,119.13999938964844,120.37000274658203,86.74102783203125,487300
2005-02-07,120.38999938964844,120.6500015258789,120.19999694824219,120.20999908447266,86.62571716308594,1707000
2005-02-08,120.31999969482422,120.79000091552734,120.2300033569336,120.36000061035156,86.73383331298828,410300
2005-02-09,120.58000183105469,120.61000061035156,119.38999938964844,119.43000030517578,86.06364440917969,732200
2005-02-10,119.83000183105469,120.1500015258789,119.43000030517578,119.9800033569336,86.45996856689453,294600
2005-02-11,119.88999938964844,121.19000244140625,119.63999938964844,120.81999969482422,87.06531524658203,797400
2005-02-14,120.8499984741211,121.04000091552734,120.68000030517578,120.80999755859375,87.05810546875,362400
2005-02-15,121.01000213623047,121.58000183105469,120.87999725341797,121.36000061035156,87.45445251464844,767700
2005-02-16,121.08999633789062,121.5999984741211,120.91999816894531,121.3499984741211,87.4472427368164,473500
2005-02-17,121.3499984741211,121.4800033569336,120.36000061035156,120.36000061035156,86.73383331298828,2473800
2005-02-18,120.36000061035156,120.66999816894531,120.08999633789062,120.5,86.83470916748047,393000
2005-02-22,120.0199966430664,120.5999984741211,118.73999786376953,118.76000213623047,85.58084106445312,984900
2005-02-23,119.08000183105469,119.69000244140625,118.83000183105469,119.63999938964844,86.21498107910156,650300
2005-02-24,119.43000030517578,120.47000122070312,119.18000030517578,120.36000061035156,86.73383331298828,374300
2005-02-25,120.41000366210938,121.6500015258789,120.3499984741211,121.56999969482422,87.60578918457031,1302400
2005-02-28,121.23999786376953,121.4800033569336,120.26000213623047,120.75,87.01486206054688,594600
2005-03-01,121.02999877929688,121.6500015258789,121.02999877929688,121.43000030517578,87.50491333007812,368400
2005-03-02,120.94999694824219,122.02999877929688,120.80999755859375,121.4000015258789,87.48329162597656,481800
2005-03-03,121.77999877929688,122.01000213623047,120.9000015258789,121.41999816894531,87.49769592285156,240600
2005-03-04,122.13999938964844,122.93000030517578,121.9800033569336,122.8499984741211,88.52812957763672,297000
2005-03-07,122.79000091552734,123.36000061035156,122.73999786376953,122.9800033569336,88.62184143066406,549300
2005-03-08,122.80999755859375,123.02999877929688,122.30000305175781,122.45999908447266,88.24713134765625,397800
2005-03-09,122.19999694824219,122.43000030517578,121.16000366210938,121.18000030517578,87.32471466064453,602000
2005-03-10,121.44999694824219,121.62999725341797,120.6500015258789,121.47000122070312,87.53372955322266,1128400
2005-03-11,121.43000030517578,121.93000030517578,120.37000274658203,120.61000061035156,86.9139404296875,450500
2005-03-14,120.80000305175781,121.29000091552734,120.5,121.29000091552734,87.40400695800781,345200
2005-03-15,121.55000305175781,121.61000061035156,120.27999877929688,120.33000183105469,86.71221160888672,902200
2005-03-16,119.97000122070312,120.01000213623047,119.08000183105469,119.27999877929688,85.9555435180664,798500
2005-03-17,119.48999786376953,119.86000061035156,119.13999938964844,119.56999969482422,86.16453552246094,588800
2005-03-18,119.7300033569336,119.7300033569336,118.7699966430664,119.08999633789062,85.81861877441406,899400
2005-03-21,119.30999755859375,119.36000061035156,118.36000061035156,118.73999786376953,85.5664291381836,1556900
2005-03-22,118.93000030517578,119.47000122070312,117.48999786376953,117.48999786376953,84.66565704345703,1573000
