dateTime,open,high,low,close,volume
2019-07-05 00:00:00,0.00449000,0.00460000,0.00355000,0.00387010,1928297660.00000000
2019-07-06 00:00:00,0.00387410,0.00394260,0.00336520,0.00350000,1010744287.00000000
2019-07-07 00:00:00,0.00350400,0.00365000,0.00340000,0.00353770,530613992.00000000
2019-07-08 00:00:00,0.00353780,0.00356180,0.00340000,0.00345800,308445688.00000000
2019-07-09 00:00:00,0.00346200,0.00358200,0.00335640,0.00345450,253375582.00000000
2019-07-10 00:00:00,0.00345760,0.00352940,0.00325100,0.00334210,241274866.00000000
2019-07-11 00:00:00,0.00333580,0.00333950,0.00309090,0.00320900,202811394.00000000
2019-07-12 00:00:00,0.00321050,0.00335980,0.00315620,0.00326220,228622573.00000000
2019-07-13 00:00:00,0.00326260,0.00326530,0.00313580,0.00325320,110731940.00000000
2019-07-14 00:00:00,0.00324740,0.00327880,0.00290080,0.00291750,216658454.00000000
2019-07-15 00:00:00,0.00291750,0.00313540,0.00280110,0.00307120,220027648.00000000
2019-07-16 00:00:00,0.00306240,0.00310090,0.00273230,0.00279940,159080438.00000000
2019-07-17 00:00:00,0.00279950,0.00298600,0.00270630,0.00288220,320691294.00000000
2019-07-18 00:00:00,0.00286630,0.00312510,0.00277970,0.00309790,263423204.00000000
2019-07-19 00:00:00,0.00310080,0.00310680,0.00292020,0.00302320,101195703.00000000
2019-07-20 00:00:00,0.00301310,0.00315280,0.00300000,0.00307870,106012025.00000000
2019-07-21 00:00:00,0.00307010,0.00312720,0.00298720,0.00304680,59882988.00000000
2019-07-22 00:00:00,0.00305330,0.00308160,0.00292000,0.00295670,92581872.00000000
2019-07-23 00:00:00,0.00295670,0.00295670,0.00281600,0.00281920,161810410.00000000
2019-07-24 00:00:00,0.00281950,0.00288190,0.00276290,0.00287410,68490381.00000000
2019-07-25 00:00:00,0.00285550,0.00294870,0.00284760,0.00286560,149944114.00000000
2019-07-26 00:00:00,0.00286560,0.00290330,0.00281770,0.00287980,29517748.00000000
2019-07-27 00:00:00,0.00289000,0.00296000,0.00275510,0.00280470,86758314.00000000
2019-07-28 00:00:00,0.00279730,0.00281370,0.00272600,0.00279320,49225120.00000000
2019-07-29 00:00:00,0.00278840,0.00288400,0.00276370,0.00276630,65013586.00000000
2019-07-30 00:00:00,0.00276630,0.00288000,0.00274570,0.00278850,60008976.00000000
2019-07-31 00:00:00,0.00279490,0.00287610,0.00278890,0.00285830,58120004.00000000
2019-08-01 00:00:00,0.00285710,0.00306170,0.00282480,0.00290040,85256838.00000000
2019-08-02 00:00:00,0.00290040,0.00292720,0.00286100,0.00289960,64329108.00000000
2019-08-03 00:00:00,0.00289510,0.00294900,0.00287680,0.00289940,54942112.00000000
2019-08-04 00:00:00,0.00289990,0.00299850,0.00284240,0.00292220,88247046.00000000
2019-08-05 00:00:00,0.00291960,0.00319980,0.00291960,0.00304280,213937390.00000000
2019-08-06 00:00:00,0.00304430,0.00308400,0.00291240,0.00295570,128970146.00000000
2019-08-07 00:00:00,0.00295690,0.00303990,0.00287590,0.00298560,116634874.00000000
2019-08-08 00:00:00,0.00299720,0.00299720,0.00285440,0.00296350,72936578.00000000
2019-08-09 00:00:00,0.00297250,0.00297250,0.00283750,0.00291300,53069425.00000000
2019-08-10 00:00:00,0.00292110,0.00294320,0.00280850,0.00285000,40358430.00000000
2019-08-11 00:00:00,0.00285000,0.00289950,0.00282810,0.00288740,48121732.00000000
2019-08-12 00:00:00,0.00288930,0.00289990,0.00284550,0.00285160,37974663.00000000
2019-08-13 00:00:00,0.00285270,0.00286430,0.00278020,0.00283390,47685418.00000000
2019-08-14 00:00:00,0.00283430,0.00283990,0.00270000,0.00271610,89470204.00000000
2019-08-15 00:00:00,0.00272300,0.00276950,0.00255780,0.00259160,83406275.00000000
2019-08-16 00:00:00,0.00258130,0.00271800,0.00251120,0.00265100,71483283.00000000
2019-08-17 00:00:00,0.00264800,0.00266320,0.00257780,0.00262510,48842468.00000000
2019-08-18 00:00:00,0.00262540,0.00272140,0.00258700,0.00269500,101432503.00000000
2019-08-19 00:00:00,0.00269220,0.00281460,0.00266760,0.00278160,111202618.00000000
2019-08-20 00:00:00,0.00277870,0.00278500,0.00267980,0.00271200,29889824.00000000
2019-08-21 00:00:00,0.00271200,0.00271530,0.00256330,0.00263980,67428707.00000000
2019-08-22 00:00:00,0.00264040,0.00271650,0.00255270,0.00264580,70942538.00000000
2019-08-23 00:00:00,0.00264860,0.00269300,0.00261530,0.00266680,49673949.00000000
2019-08-24 00:00:00,0.00266440,0.00267850,0.00256470,0.00262220,61164375.00000000
2019-08-25 00:00:00,0.00262740,0.00266600,0.00258200,0.00262370,59937736.00000000
2019-08-26 00:00:00,0.00261920,0.00270480,0.00259310,0.00264090,75309430.00000000
2019-08-27 00:00:00,0.00263700,0.00264000,0.00257630,0.00259930,57813268.00000000
2019-08-28 00:00:00,0.00260140,0.00260140,0.00247720,0.00249650,73252773.00000000
2019-08-29 00:00:00,0.00249560,0.00249580,0.00233900,0.00242440,101148551.00000000
2019-08-30 00:00:00,0.00244210,0.00249390,0.00238790,0.00244490,37512207.00000000
2019-08-31 00:00:00,0.00245170,0.00248780,0.00241180,0.00245280,36338319.00000000
2019-09-01 00:00:00,0.00245200,0.00248510,0.00241090,0.00246030,35956148.00000000
2019-09-02 00:00:00,0.00246350,0.00261670,0.00243770,0.00258820,53572010.00000000
2019-09-03 00:00:00,0.00259100,0.00260540,0.00253130,0.00255930,64679806.00000000
2019-09-04 00:00:00,0.00256470,0.00257110,0.00250000,0.00250970,32789886.00000000
2019-09-05 00:00:00,0.00252210,0.00252210,0.00245890,0.00249090,44318276.00000000
2019-09-06 00:00:00,0.00248970,0.00250540,0.00240000,0.00247000,81836503.00000000
2019-09-07 00:00:00,0.00245040,0.00250700,0.00240290,0.00245420,79415288.00000000
2019-09-08 00:00:00,0.00246500,0.00253060,0.00240000,0.00245850,89538969.00000000
2019-09-09 00:00:00,0.00244530,0.00246920,0.00240000,0.00243510,61000344.00000000
2019-09-10 00:00:00,0.00243510,0.00246120,0.00238490,0.00241850,33219768.00000000
2019-09-11 00:00:00,0.00241930,0.00243860,0.00236010,0.00238920,52887165.00000000
2019-09-12 00:00:00,0.00239120,0.00243100,0.00232650,0.00239280,48542765.00000000
2019-09-13 00:00:00,0.00239060,0.00241280,0.00236000,0.00239900,35317492.00000000
2019-09-14 00:00:00,0.00240890,0.00243700,0.00237010,0.00241920,33725888.00000000
